0.569860	-0.000770	-1.000000
0.272292	-0.762316	-1.000000
0.440664	-0.500684	-1.000000
0.057405	0.500336	-1.000000
0.218767	-0.501599	-1.000000
-0.651352	0.256608	-1.000000
0.073044	0.227329	1.000000
0.458200	-0.371293	-1.000000
-0.548428	-0.077991	-1.000000
0.255491	-0.473173	-1.000000
-0.405481	0.002729	1.000000
-0.177670	0.959586	-1.000000
0.039410	-0.011321	1.000000
-0.417187	0.030939	1.000000
0.683594	0.370191	-1.000000
-0.342226	0.024650	1.000000
-0.369830	0.287755	1.000000
0.206148	0.250265	1.000000
-0.300006	0.133421	1.000000
-0.654793	-0.662973	-1.000000
-0.598378	0.242245	-1.000000
0.063203	-0.033762	1.000000
-0.226195	0.205666	1.000000
0.012815	-0.215864	1.000000
0.344280	0.007652	1.000000
0.780995	-0.583826	-1.000000
-0.064369	-0.425789	1.000000
0.644087	0.476561	-1.000000
-0.099448	-0.139780	1.000000
-0.225735	-0.433058	1.000000
0.480590	0.229648	-1.000000
-0.140046	-0.276755	1.000000
0.179386	0.603407	-1.000000
-0.029013	-0.896495	-1.000000
-0.359088	0.026116	1.000000
0.341093	0.407294	-1.000000
-0.266880	0.007455	1.000000
0.199484	0.645593	-1.000000
0.020729	-0.844156	-1.000000
0.841880	-0.106431	-1.000000
0.274686	-0.106269	1.000000
0.724623	0.291621	-1.000000
0.043717	-0.104756	1.000000
0.456765	0.757931	-1.000000
0.139057	-0.092117	1.000000
-0.076830	0.798890	-1.000000
-0.699969	-0.678029	-1.000000
-0.532693	-0.170718	-1.000000
0.101312	-0.010074	1.000000
-0.046549	0.931499	-1.000000
-0.321355	-0.502281	-1.000000
0.048178	0.045624	1.000000
0.750261	0.066016	-1.000000
-0.899301	-0.411835	-1.000000
0.122935	0.362678	1.000000
-0.214683	-0.001398	1.000000
0.523555	-0.369459	-1.000000
0.263071	-0.366975	1.000000
-0.257323	-0.617954	-1.000000
-0.141376	0.034562	1.000000
0.710616	0.060212	-1.000000
0.280026	-0.424788	-1.000000
0.011286	-0.009558	1.000000
-0.675393	0.004312	-1.000000
-0.595917	0.513920	-1.000000
-0.225107	-0.130142	1.000000
-0.607011	0.219108	-1.000000
-0.047971	0.025358	1.000000
0.255237	0.092353	1.000000
-0.252791	-0.288868	1.000000
-0.017931	0.032770	1.000000
0.028549	-0.058226	1.000000
-0.140067	-0.348757	1.000000
-0.315486	-0.690754	-1.000000
0.529630	0.848158	-1.000000
0.480211	0.798004	-1.000000
-0.779261	-0.028107	-1.000000
-0.361381	-0.563791	-1.000000
0.600479	0.018397	-1.000000
-0.458625	-0.178189	1.000000
0.564650	-0.141430	-1.000000
-0.791920	0.262318	-1.000000
0.848877	0.350616	-1.000000
-0.089384	0.238441	1.000000
0.283797	0.526464	-1.000000
0.329506	-0.786522	-1.000000
0.239541	-0.256674	1.000000
-0.329676	0.656962	-1.000000
-0.401753	-0.836177	-1.000000
0.247516	-0.262505	1.000000
0.867754	-0.288203	-1.000000
-0.427738	-0.377031	-1.000000
-0.365264	-0.091824	1.000000
-0.391441	0.437697	-1.000000
0.001838	-0.001922	1.000000
-0.585612	0.253930	-1.000000
0.613452	0.247669	-1.000000
-0.422401	0.493825	-1.000000
-0.341695	0.434395	-1.000000
-0.144470	0.188892	1.000000
